Species,Order,Family,Wing.length,Tarsus.length,Weight,Bill.length,Bill.depth,Bill.width,Tail.length,Dev.mode,Dev.stage
Platyrinchus mystaceus,Passeriformes,Tyrannidae,57,17.1,9,9.6,2.5,8,32,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56,17,11,11.8,3.6,10.3,25,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,50,4.3,8,7.4,3,7.4,30,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54,16.25,10,7.85,3.05,8.5,31,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,67,16.9,8.5,11,2.9,6.8,30.8,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55,15.9,9,7.6,3.15,8.1,33,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56,17.2,11,12.6,3.6,10,32,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,57,17.8,9,10.1,3.2,7,33,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,50,12.3,9,10,4.6,9.6,29,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,52.9,18,9,10.6,3.3,9.2,29.4,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,51.4,17.5,10,10.5,3.2,8.3,29.1,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56,19.1,6,12.53,3.64,10.37,32,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,51,16.4,9,8.3,3.2,9.4,28,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,51,15.2,8,11.9,3.3,10.2,26,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,50.62,15.28,8.5,13.61,3.62,9.72,23.99,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,52,17.4,9,10,3.3,9.1,31,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,52.8,18.2,9,9.7,3.4,8.6,30.5,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55,17.85,10,10.3,4.5,9,31,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54,17.25,9,13.4,3.9,10.9,26,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54,17,10,11.7,4.3,10.2,32,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54.76,14.12,9.5,12.49,3.61,8.75,31.84,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54,16.2,9.5,8,3,9,31,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,51,15.3,9,10,3.7,11.2,26,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53,15,9,7.4,3.1,7.9,24,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,60,14.3,10,10.3,3.2,8.9,35,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,50,15.35,9,7.1,3.5,8.85,28,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55,17.9,8,10.4,2.9,6.6,37.6,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,48.4,16.1,8,9.3,3.3,8.4,27.8,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56.21,12.81,10,13.03,4.01,9.71,29.3,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55.6,14.85,10,9.65,3.75,9.65,28.5,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55,29.8,8,10.5,3,9.2,27,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54.5,17.8,9,10,3.3,8.3,32.3,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56,17.3,10,11.3,3.8,9.1,32,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,57,16.1,9.5,10.5,3.5,7.1,25,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53,14.4,9,16.6,3.6,8.5,29,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,52,15,9,12.1,3.4,10.4,33,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54,17.6,10,7.5,3.1,8.3,29,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,51,17.7,9,9.5,3.5,8.7,30.7,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55.36,15.11,10,13.21,4.18,9.88,29.95,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54,14,9.5,15,3.4,10,38,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,51,16.6,8,12.1,3,6.9,24.5,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55.68,16.02,9.5,13.29,4.01,9.62,28.31,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55,21,9,8.9,3,9,25,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56,16.9,9.5,9.7,3.1,7.5,32,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56.18,15.14,8.5,12.79,3.82,9.14,34.71,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,40,18.6,11,12.9,4.8,9.4,35,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54.5,17.2,9.5,12.4,4.7,9.4,33,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55.8,15.9,9.5,7.3,3,7.5,32,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55,17.2,9.6,9.3,2.8,7.3,32,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,44,10.9,8,10.9,3.3,10.7,27,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,50,13.7,7,7.7,3.1,8.2,28,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53,17.5,6,8.1,4.1,8.1,21,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,59,18.54,10,12.31,3.28,10.12,30,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56,17.1,9.5,10.3,2.9,7.8,32,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56,16.9,11,11,2.8,11.3,26,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53,17.55,9,18.6,3.6,8.8,29,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55.5,12.149999999999999,10,11.5,3.5,9.2,31,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54,14.1,8.5,8.1,3.1,9.2,39,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53,16.6,10,7.15,3.1,8.65,28,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55.1,17.9,9,10.6,3.3,8.4,32.6,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,52,16.1,7.5,10.5,3.5,8.1,28,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,57,17.3,11,8.85,3.5,9.1,30,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,58.57,14.75,11,12.71,4.14,9.71,30.24,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,59,19.14,10,13.04,3.4,9.5,31,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54.8,18.5,11,11,3.1,9.4,31.5,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,65.27,16.31,8.5,12.57,3.34,8.71,35.77,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,57,16.7,8,10.3,3.4,9,29,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,57.11,16.22,10.5,12.41,4.82,9.09,31.61,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53,19.3,8.1,10,3,7.2,26,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,58.02,16.52,9.5,13.51,4.04,10.04,34.18,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56,17.3,10,11.6,3.9,10.3,29,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,52,16.1,9.5,8.5,3.45,9,29,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55,17.9,9.5,10.3,3.2,8.5,30,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55.5,12.65,10,11.7,3.3,11.8,30,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53,15,8,13.5,3.2,11.6,26,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,45,14.7,10,11.5,3.1,9.1,30,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,44,16,8.5,10.8,3.2,7.6,28,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55,16.4,9,11.3,4.4,9.5,31,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54.5,17.3,10,9.2,2.9,8.3,33.3,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,75,29.2,9,12.8,4.2,5.3,55,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54.21,15.34,9.5,13.04,4.12,9.24,27.71,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53,17.25,9,14.2,3.7,9.7,27,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,57,18.6,10,9.1,3.2,8.7,32,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,44,16.5,9,9.9,3.3,9,29,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55.5,16.9,9,10.5,3.5,10.1,33,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,51,17,8,9.8,3.3,8.3,29.1,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53.5,17.25,9,15.6,3.4,9.4,29,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,57.5,17.6,10,11.2,3.7,10.3,30,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,58.21,16.74,9,13.58,3.86,9.41,30.57,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,48.6,17.1,8,10.6,3.2,8.9,24.6,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,48,17.3,8,10,3.2,8.7,26.7,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55,17,9.5,8.1,3.2,8.5,32,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,57.47,16.74,10,13.59,3.48,9.5,30.73,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,50,14.2,8.5,7.4,3.2,7.6,28,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54,16.2,9.5,7.6,3.2,8.3,28,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,58,21.1,10,10.2,3.3,8.1,28,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,50,17.15,11,12.07,3.23,8.97,27,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55.9,17.1,11,9.5,3.2,10.4,31.4,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54,16.1,10,12.9,4.1,9.3,34,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,51,15.7,9,10,3.9,10.3,36,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,52,16.94,8,11.65,3.29,8.96,26,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,50.5,16.35,8.5,12.5,3.1,9,33,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,49.5,17.6,9.5,7.75,3.6,9.5,28,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53.1,18.7,9,9.8,3.3,8.8,32.5,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,57,17.95,9,11.8,3.4,9.3,33,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56.15,14.81,10,13.26,3.83,9.34,31.39,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53.1,17.8,9,10,3.5,8.2,33.5,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56,17.7,8.5,13.1,3.6,9.4,34,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54.65,12.3,10,10.1,3.45,8.65,26.75,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53.95,12.75,11,10.8,3.75,9,27.5,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,50,18,9,10.6,3.1,8.8,29,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,56.43,15.89,9,13.55,4.07,9.29,28.82,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,53.9,18.2,10,10.5,3.5,8.3,29.2,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55,18,10,10.8,3.5,7.2,34,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,50,17.5,20,10.5,3,8.6,31,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55.18,16.15,9,13.57,3.77,9.68,29.1,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55,11,9.6,10.9,3.2,3.1,32,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,55,13.4,8,8,3.4,7.9,31,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,57.34,15.95,11,12.35,3.73,9.48,30.85,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,49,11.9,7.5,14,4,9,22,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54,17.8,10,10.2,2.9,7.6,30,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,52,16.19,9,11.78,3.36,10.93,27,Superaltricial,Adult
Platyrinchus mystaceus,Passeriformes,Tyrannidae,54,13.8,9,12.7,4.3,9.1,26,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75,20.7,22,9.3,5,8.2,54,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75.5,21.3,25,10.7,5.4,10,55.6,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,70,19.5,27.5,19.3,4.95,11.1,48,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,72,19.2,23.5,8.2,4.9,8.15,49,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,70.5,20.1,23.5,12.5,5.9,10.7,52,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,77.5,21.15,25,11,7.2,9.7,43,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,74,17.7,22,8.5,5.2,5.7,50,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75,26.1,25,8.4,4.7,5.8,51,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,78,21.8,24.5,11.4,4.3,5.6,45,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,73,16.9,23,8.05,4.6,8.8,51,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,70,19.25,25,8.7,5.2,10.15,49,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,71.3,23.28,26.91,8.95,5.14,5.25,55.98,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,81,21.95,25.5,9.8,5,10.7,62,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,73,19.4,27,12.9,6.1,10.1,55,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,72.3,21.9,24,10,4.7,9.7,54.4,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,77.5,20.5,28,12,4.7,8.3,76,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75,24.1,18,10.5,5.9,9,66,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,79,22,24,8,4.9,8.5,64,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,69,22.7,22,8.9,4.6,5.8,49,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,74,19.1,24,11,5.9,11,50,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75.5,21.5,27,11.8,5.3,7.6,58.6,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,78,18.4,24.5,8.3,4.65,9.5,56,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,71,17.1,22.5,9,4.5,5.9,52,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,74,21,26,14.1,4.65,9.1,52,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,70,19.2,25,11.4,5.2,10.3,60,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,78.5,19.4,23.5,9.1,5.3,12,55,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,78,21.9,20.5,9.1,5.7,11.6,56,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75,16.5,25,11.2,5.4,8.7,51,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,78,20,25,7.4,5,9.15,48,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,72.2,21.3,25,10.5,4.8,8.4,51.9,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,81,22.1,27,9.2,5.2,11.5,69,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,70.5,21.4,22,11.4,5.1,10.7,51,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,79.34,25.23,23.95,6.63,3.64,3.49,67.39,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,71,20.7,23,9.3,4.9,8.1,48,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,80,21.2,26,9.7,4.3,5.5,69,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,74,21.6,26,8.2,4.9,6.2,52,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,68,20.8,23,10.4,4.9,7.7,50,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,73,17.2,24,7.3,4.9,7.1,60,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,82,19.2,28,7.8,5.3,9.7,60,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,81.61,28.21,24.22,7.16,5.12,4.14,67.86,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,79,30.8,18.5,11,8,10.2,65,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,74.1,22.6,27,10.5,4.9,10.5,54.5,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75,25.9,26,9.5,6.1,9.7,65,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,79.13,23.99,24.41,7.24,3.97,3.52,61.19,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,78.06,25.2,29.06,8.69,5.4,4.93,53.03,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,77,22.1,25,10.7,5,10.1,64.5,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,72.54,21.24,21.83,8.37,4.57,4.27,53.6,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,74.05,25.37,24.62,8.41,4.43,3.67,64.08,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,77,16.8,22,9.8,5.3,7,64,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,68.6,23.54,24.51,9.63,4.68,4.65,53.65,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,85,23.3,33.5,12.2,5,12.4,61,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,71,21,25.5,8.4,4.7,4.5,50,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,71.8,22.3,25,11.1,5,9.6,55.2,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,76.5,19.450000000000003,25,11.2,4.7,12.9,56,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,74,18.7,23,9.2,4.6,7.4,53,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,70.7,21.9,25,12.1,5.3,10.5,51.4,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,76,23.6,23,8.2,4.9,5.1,48,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,76.75,24.01,26.51,7.57,5.12,4.27,54.27,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75.76,24.83,25.28,7.6,5.17,4.51,63.34,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,76.38,24.73,25.44,6.68,4.09,4,66.31,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,74,18.35,26,8,4.85,9.8,47,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,70,19.4,24,13.7,4.8,9.9,50,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75,20.7,20,14.4,5.2,10.4,57,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,72.75,20.049999999999997,22.5,11.9,4.8,11.1,45,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,76.75,19.9,27,10.3,5.1,9.7,59,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,82,16.2,23,8,5,10,62,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,74.35,21.31,26.82,8.12,4.57,4.61,60.13,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,74,20.25,24,11,4.9,12.1,52.6,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,78.1,22.97,27,7.82,4.53,4.35,62.49,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,71,18.7,24.5,9,5.1,9.5,50,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,76.82,26.14,25.28,7.51,4.69,4.55,64.25,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75,21.8,23.5,12.5,5.9,11,57,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,69.19,21.71,26.76,8.44,4.62,3.83,51.94,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,73,20.1,21,9.2,4.8,8.6,54,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,79,17.8,25,8.8,4.8,4.2,65,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,80,21.5,21,8.3,4.6,7.2,59,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,72,19.1,25,9.5,5.7,5,53,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,80,21.7,27.5,10.7,4.4,6.2,64,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,79,21.2,23,7.7,4.5,8.4,138,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,80,21.3,29,9.9,4.4,6.2,62,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75,19.9,23,8.2,5,8,53,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,76,20.6,26.5,10.3,4.5,6.4,57,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,79,19.3,28.5,8.6,5,11.2,60,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,71.56,18.56,22.5,10.95,4.68,9.06,54.29,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,70,20.5,21,9.5,4.7,8.4,46,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,85,16.1,22,16.8,4.9,5.8,65.8,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,79.01,25.42,27.64,8.64,5.64,5.02,64.12,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75,20.3,22,7.3,4.7,7,56,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,68,21.6,19,8.3,4.7,8.3,54,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,65,20.9,22,7,4.6,8.7,50,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,72.84,24.62,27.27,7.81,4.51,3.61,55.88,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,73.5,21,25,11.2,5,9.6,54.4,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,73,21.6,24.5,10.5,4.7,5.2,56,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,76,20.5,28,6.6,4.9,7.9,51,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,77,23,20,11.9,6.6,7.9,70,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,74,20.8,23,8.4,4.65,9.5,50,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75.2,22.93,25.55,7.13,4.24,3.1,67.11,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,76.1,20.6,33,9.7,5,9.5,58.5,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,73.9,22,26,11.5,4.9,9.5,63,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,79,16.8,27.5,6.95,5.2,8,57,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,74.5,21.5,23,10.7,4.2,9.1,60.5,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,64.14,23.01,26.17,8.87,4.94,5.03,50.43,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,76,23.8,21,9,4.7,6.1,51,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75,22.5,26,10.2,4.1,5.3,56,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,77,19.7,26.5,7.5,5,8.6,55,Superaltricial,Adult
Chiroxiphia caudata,Passeriformes,Pipridae,75,20.1,24,11.1,4.4,5.3,55,Superaltricial,Adult
